created_at,text
12/6/2021 6:47,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/kix0YDUVv3"
12/6/2021 6:46,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/leKHqrX5b1"
12/6/2021 6:46,@Aluddin19 @ginestarros @HARRYS1DEMPIRE @Tina1Queen @eReferenceDesk @Diane1Queen @ganseykid @luisalarosa @SEB1KING… https://t.co/ctjR6eiIew
12/6/2021 6:46,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/4uLJoHssCl"
12/6/2021 6:45,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/GCn0Oz6oPO"
12/6/2021 6:45,"RT @JCTheResistance: So @GovCox One student is dead because of harassment in this school district. 

Another Black student suspended for st…"
12/6/2021 6:45,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/BUyPlo34qN"
12/6/2021 6:45,RT @DavidShuster: Unhinged Cop Throws Elderly Black Man To Ground (VIDEO) https://t.co/TW0qftgJJO #BlackLivesMatter
12/6/2021 6:45,"RT @LDSAgency: 🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog   
@BernieSanders…"
12/6/2021 6:45,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/tY0uJsaK5y"
12/6/2021 6:44,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/OPI6J9yU7j"
12/6/2021 6:44,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/CN5oOHWex0"
12/6/2021 6:44,RT @blacklivesbot: #blacklivesmatter now too
12/6/2021 6:44,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/qwu7ZnSUdO"
12/6/2021 6:44,"RT @marktsneed: Where you see wrong or inequality or injustice, speak out, because this is your country. This is your democracy. Make it. P…"
12/6/2021 6:43,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/aijiQKsyGc"
12/6/2021 6:43,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/QD8EXv9Mjk"
12/6/2021 6:43,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/yGeGf5GV2r"
12/6/2021 6:43,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/FSzJ8UNtT4"
12/6/2021 6:42,"RT @LDSAgency: 🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog   
@BernieSanders…"
12/6/2021 6:42,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/ZlXGod2PvG"
12/6/2021 6:42,William Green #BlackLivesMatter
12/6/2021 6:40,RT @CVN59283571: Please keep sharing this tweet. #WeStandWithRNLI #RefugeesWelcome #SafePassagetoUK  #BlackLivesMatter https://t.co/0sCxrJE…
12/6/2021 6:40,"Like the #BlackLivesMatter 
#NagaLivesMattersToo✊✊✊ https://t.co/v7TbnALNIO"
12/6/2021 6:40,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
12/6/2021 6:37,RT @CVN59283571: Please keep sharing this tweet. #WeStandWithRNLI #RefugeesWelcome #SafePassagetoUK  #BlackLivesMatter
12/6/2021 6:37,RT @JesseKellyDC: #BlackLivesMatter is responsible for more black deaths in the just the last couple years than the KKK has amassed for the…
12/6/2021 6:36,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
12/6/2021 6:35,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/5u4BTQGVwZ"
12/6/2021 6:35,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
12/6/2021 6:34,#blacklivesmatter now too
12/6/2021 6:34,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/TCW5CeO3Cq"
12/6/2021 6:33,"RT @IUIC_GR_MI: Follow us @ IUIC DALLAS on TIKTOK! Help us push the truth out to the four corners! 🔥🔥🔥🚨🚨
@iuicdallas
#IUIC #Takeover #DTX #…"
12/6/2021 6:33,RT @JesseKellyDC: #BlackLivesMatter is responsible for more black deaths in the just the last couple years than the KKK has amassed for the…
12/6/2021 6:33,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/ykmjUBlzbF"
12/6/2021 6:32,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/UeDq9rbl4L"
12/6/2021 6:32,"Fri Jun 05 2020 Portland, Oregon - Police shoot peaceful protesters on sidewalk WATCH: https://t.co/K9MOkPw535… https://t.co/BJUumnRSA8"
12/6/2021 6:31,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/ppOl702ZFu"
12/6/2021 6:31,"Alaas! 
We lost 😞 those gems 💎 from our culture and society, our generations are at the mercy of phonetic and lunat… https://t.co/1Km3l1sDTJ"
12/6/2021 6:31,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/aNSvw3gNcM"
12/6/2021 6:30,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/9UDz9ZrMns"
12/6/2021 6:30,POWERFUL. Multi-award nominated documentary that opens your eyes to the #blacklivesmatter movement… https://t.co/T91xW3PxY7
12/6/2021 6:30,RT @campaigner71: @Tomosman14 @UNHCRLibya They been accusing the refugees from the beginning of October of obstructing  their ability to he…
12/6/2021 6:30,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/TtG3ZT6kGJ"
12/6/2021 6:29,RT @Xena007911: @AttorneyCrump This was posted on my LinkedIn thread this morning…. And I felt like this basically sums everything up prett…
12/6/2021 6:29,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/3uPhafQnOg"
12/6/2021 6:29,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/iqhK6oBNcy"
12/6/2021 6:28,@AmandaSigxoza Not black but African because I haven't seen the same uproar from #BlackLivesMatter or the same soli… https://t.co/TLJvk3NPyC
12/6/2021 6:28,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/JtErqhyEwV"
12/6/2021 6:27,RT @abboreed: one of my kids friends at school had unexpectedly lost their dad. if you can’t donate rt pls! #BlackLivesMatter #supportblack…
12/6/2021 6:27,"RT @RealRichLawley: Hey #Humanity... Peace everyone, yeh 🙂
Rich

#PeaceIsAChoice
#PutDownYourGuns
#ActOnClimate

breathe in... breathe out.…"
12/6/2021 6:27,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/uaEtN2arus"
12/6/2021 6:26,RT @abboreed: one of my kids friends at school had unexpectedly lost their dad. if you can’t donate rt pls! #BlackLivesMatter #supportblack…
12/6/2021 6:26,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/9pyz8HgFO1"
12/6/2021 6:26,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/HJoY4pT2Zh"
12/6/2021 6:26,RT @dssiraj: #Ethiopia is ok to get drones from 🇦🇪 and 🇹🇷 to maiming civilians but no food and medicine from #USA . That is the meaning of…
12/6/2021 6:26,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/t1SXtMwT6T"
12/6/2021 6:25,RT @MalloryPatten: Sunday Dab of the Day! #BlackLivesMatter #DabUp #BeSafe https://t.co/HlGFqMAyfJ
12/6/2021 6:25,Peter Gaines   #SayTheirNames #BlackLivesMatter
12/6/2021 6:25,"RT @FBATrey: @NopeNotEbs But you think about us 24/7 and you are currently in Washington DC which is majority black Americans, lol you are…"
12/6/2021 6:24,"RT @MccuskerIan1: @Ricciargoat @CroftyF1 Learning to read and understand may help you overcome you biais and discrimination ? 69 bar, 2.4G.…"
12/6/2021 6:24,RT @Xena007911: @AttorneyCrump This was posted on my LinkedIn thread this morning…. And I felt like this basically sums everything up prett…
12/6/2021 6:23,RT @BotDefund: Defund the Sparkill Police #BlackLivesMatter #DefundThePolice
12/6/2021 6:23,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
12/6/2021 6:23,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
12/6/2021 6:22,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
12/6/2021 6:22,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
12/6/2021 6:22,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
12/6/2021 6:22,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
12/6/2021 6:22,"RT @Hoyiaro: U know what's hard about being black? When u f*ck things up ur not even judged as a person, as an invidiual, but as a represen…"
12/6/2021 6:21,RT @JesseKellyDC: #BlackLivesMatter is responsible for more black deaths in the just the last couple years than the KKK has amassed for the…
12/6/2021 6:20,"RT @Hoyiaro: U know what's hard about being black? When u f*ck things up ur not even judged as a person, as an invidiual, but as a represen…"
12/6/2021 6:20,"Something I’ve noticed on this app is if the account saying some bullshit about black men they have their pronouns,… https://t.co/7qunyWCmBc"
12/6/2021 6:20,RT @BotDefund: Defund the Sparkill Police #BlackLivesMatter #DefundThePolice
12/6/2021 6:19,RT @JesseKellyDC: #BlackLivesMatter is responsible for more black deaths in the just the last couple years than the KKK has amassed for the…
12/6/2021 6:18,"U know what's hard about being black? When u f*ck things up ur not even judged as a person, as an invidiual, but as… https://t.co/ZU7XEwpOwH"
12/6/2021 6:15,Defund the Sparkill Police #BlackLivesMatter #DefundThePolice
12/6/2021 6:15,RT @Xena007911: @AttorneyCrump This was posted on my LinkedIn thread this morning…. And I felt like this basically sums everything up prett…
12/6/2021 6:15,"@Ricciargoat @CroftyF1 Learning to read and understand may help you overcome you biais and discrimination ? 69 bar,… https://t.co/lVgEcvNzul"
12/6/2021 6:14,"@NopeNotEbs But you think about us 24/7 and you are currently in Washington DC which is majority black Americans, l… https://t.co/n586c6jM9s"
12/6/2021 6:13,Sunday Dab of the Day! #BlackLivesMatter #DabUp #BeSafe https://t.co/HlGFqMAyfJ
12/6/2021 6:11,"Hey #Humanity... Peace everyone, yeh 🙂
Rich

#PeaceIsAChoice
#PutDownYourGuns
#ActOnClimate

breathe in... breathe… https://t.co/3LqNrTNtyw"
12/6/2021 6:10,RT @Xena007911: @AttorneyCrump This was posted on my LinkedIn thread this morning…. And I felt like this basically sums everything up prett…
12/6/2021 6:10,"RT @YourAnonRiots: We demand justice!!!!!
#JusticeforPernell #BlackLivesMatter 
#PoliceBrutality 
And not one of the officers has been held…"
12/6/2021 6:09,RT @Xena007911: @AttorneyCrump This was posted on my LinkedIn thread this morning…. And I felt like this basically sums everything up prett…
12/6/2021 6:09,@Bbalaam256 Really? You might be one of those who line behind global walks like #Blacklivesmatter and yet ur here a… https://t.co/tvxqKZVFSA
12/6/2021 6:07,RT @HermanW9911: How can America be looking out for you Ukraine to give them weapons but refuse to sign a bill that would give African Amer…
12/6/2021 6:07,RT @Helstrom_Greko: @CultureCrave @CinemaBlend I bet #LukeCage is never coming back cause he's #BlackLivesMatter
12/6/2021 6:06,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption Wakey #sc…
12/6/2021 6:06,"RT @CROWRDREAM: Please @POTUS @JoeBiden grant clemency to our disabled elder Leonard Peltier. He is dying.

Don't let this be an execution…"
12/6/2021 6:06,I didn’t know the UN did this this year. #BLM #BlackLivesMatter #blacktranslivesmatter #Democrats #democrats… https://t.co/Q0diMvhArx
12/6/2021 6:06,"RT @MsEBL: Waukesha Massacre: Why are the Media and Democrats putting this down the memory hole? 😬🤔😡
#WaukeshaMassacre #DarrellBrooks #Blac…"
12/6/2021 6:05,"RT @ashakiiii: #TaleahLowe, 18 died on October 14th. She took a trip with her new white friends, they said she hit a riptide &amp; that what ma…"
12/6/2021 6:04,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #covid19 #corruption Wakey #science #sciencewins #Austra…
12/6/2021 6:03,If they put a statue of *former? President Obama up in #Chicago they better not paint it all black because with hom… https://t.co/aAvy7hGTeS
12/6/2021 6:03,"Pope chides Europe, comforts migrants on return to Lesbos
Via The Columbian ⁦@UniteBlueCA⁩ ⁦⁦@Pontifex⁩ ⁦@Pontifex⁩… https://t.co/UpohYy8s2N"
12/6/2021 6:03,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #covid19 #corruption Wakey #science #Australia #India #Ghana #Arizona #Isr…
12/6/2021 6:02,RT @Sohlau_Destine: from her. It's so uncomfortable in my client house. larry  keeps putting spells on me 2 stay (4 those spiritually verse…
12/6/2021 6:01,"Have you joined our Private FB group? 
#autoimmune #Ancestors #witchyvibe #ChronicIllnessWitch #alive… https://t.co/TGCO4jUuJH"
12/6/2021 6:01,"RT @YourAnonRiots: We demand justice!!!!!
#JusticeforPernell #BlackLivesMatter 
#PoliceBrutality 
And not one of the officers has been held…"
12/6/2021 6:01,RT @Sohlau_Destine: I can exit this toxic house Monday. Please pray for me. #BlackLivesMatter #AllLivesMatter  #MentalHealthMatters  so det…
12/6/2021 6:00,I can exit this toxic house Monday. Please pray for me. #BlackLivesMatter #AllLivesMatter  #MentalHealthMatters  so… https://t.co/FQrkakFjfw
12/6/2021 6:00,RT @OldMainBell: ding #PennState #BlackLivesMatter #JusticeForAll
12/6/2021 6:00,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption Wakey #sc…
12/6/2021 6:00,#BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption W… https://t.co/ZV19GIEjol
12/6/2021 6:00,RT @Sohlau_Destine: from her. It's so uncomfortable in my client house. larry  keeps putting spells on me 2 stay (4 those spiritually verse…
12/6/2021 6:00,RT @OldMainBell: ding #PennState #BlackLivesMatter #JusticeForAll
12/6/2021 6:00,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption Wakey #sc…
12/6/2021 6:00,RT @Sohlau_Destine: #metoo #mentalhealth #BlackLivesMatter #AllLivesMatter  U NO what I never had any abusive boyfriend. Had a bisexual fem…
12/6/2021 6:00,RT @BotDefund: Defund the Athena Police #BlackLivesMatter
12/6/2021 6:00,ding #PennState #BlackLivesMatter #JusticeForAll
12/6/2021 5:56,from her. It's so uncomfortable in my client house. larry  keeps putting spells on me 2 stay (4 those spiritually v… https://t.co/3wAW6mrAdy
12/6/2021 5:56,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
12/6/2021 5:55,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #covid19 #corruption Wakey #science #Australia #India #Ghana #Arizona #Isr…
12/6/2021 5:55,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #covid19 #corruption Wakey #science #sciencewins #Austra…
12/6/2021 5:53,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
12/6/2021 5:52,"RT @MsEBL: Waukesha Massacre: Why are the Media and Democrats putting this down the memory hole? 😬🤔😡
#WaukeshaMassacre #DarrellBrooks #Blac…"
12/6/2021 5:51,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption Wakey #sc…
12/6/2021 5:51,@CultureCrave @CinemaBlend I bet #LukeCage is never coming back cause he's #BlackLivesMatter
12/6/2021 5:50,#BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption W… https://t.co/PQxCus2x5C
12/6/2021 5:50,#metoo #mentalhealth #BlackLivesMatter #AllLivesMatter  U NO what I never had any abusive boyfriend. Had a bisexual… https://t.co/gdGUj3aJeu
12/6/2021 5:46,"RT @blm_hcc: Dickens Fair San Francisco accused of racial inequity
#BlackLivesMatter
#Christmas2021
#Christmas
https://t.co/p61yfeowRV"
12/6/2021 5:46,RT @BristolDefenda1: In 2 weeks starts the Trial of the #Colston4 - the four #Bristol Statue Topplers picked on out of a crowd of thousands…
12/6/2021 5:45,Defund the Athena Police #BlackLivesMatter
12/6/2021 5:44,RT @reggiebrun: Blatant anti white Racism is OK today #blm #BlackLivesMatter #racism #CRT #WhiteSupremacy #DarrellBrooks #BlackSupremacy ht…
12/6/2021 5:43,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption Wakey #sc…
12/6/2021 5:43,"RT @tbasharks: Tue Jun 02 2020 Los Angeles, California - Police arrest protesters en masse and detain them in poor conditions WATCH: https:…"
12/6/2021 5:42,"Tell @Lyft &amp; @Uber to protect their Black, Brown and LGBTQ customers and drivers from being racially discriminated… https://t.co/hQ5JOJL9RB"
12/6/2021 5:42,"RT @BrunoAmato_1: Things I AM FOR and Kevin McCarthy #CA23 is against...

Doing Townhalls in my District.
Violence Against Women Act.
Unive…"
12/6/2021 5:42,"Do people wonder where these trolls are coming from, that are attacking and threating regular poor folks with a… https://t.co/oYpbRCAeuZ"
12/6/2021 5:42,"RT @MeganKrakouer: Inhumane treatment @ Banksia Hill Detention Centre, Perth. We will chase down the injustices because our kids need us to…"
12/6/2021 5:42,Robert Lawrence White #BlackLivesMatter
12/6/2021 5:42,RT @LMFireSystems1: This idiot black guy starts walking up to police officers and yelling while holding a rifle in his hand.  #BlackLivesMa…
12/6/2021 5:41,RT @JesseKellyDC: #BlackLivesMatter is responsible for more black deaths in the just the last couple years than the KKK has amassed for the…
12/6/2021 5:40,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
12/6/2021 5:40,RT @jonathan4212: Mayor covers up her role in permitting (directing?) police violence against #BlackLivesMatter protesters but sure let’s r…
12/6/2021 5:39,RT @jonathan4212: Mayor covers up her role in permitting (directing?) police violence against #BlackLivesMatter protesters but sure let’s r…
12/6/2021 5:35,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #corruption Wakey #science #sciencewins…
12/6/2021 5:34,"RT @BrunoAmato_1: Things I AM FOR and Kevin McCarthy #CA23 is against...

Doing Townhalls in my District.
Violence Against Women Act.
Unive…"
12/6/2021 5:34,"RT @BrunoAmato_1: Things I AM FOR and Kevin McCarthy #CA23 is against...

Doing Townhalls in my District.
Violence Against Women Act.
Unive…"
12/6/2021 5:32,"Tue Jun 02 2020 Los Angeles, California - Police arrest protesters en masse and detain them in poor conditions WATC… https://t.co/6daozTfedD"
12/6/2021 5:31,#BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption W… https://t.co/34aI10WWmK
12/6/2021 5:30,RT @reggiebrun: Blatant anti white Racism is OK today #blm #BlackLivesMatter #racism #CRT #WhiteSupremacy #DarrellBrooks #BlackSupremacy ht…
12/6/2021 5:29,RT @BristolDefenda1: In 2 weeks starts the Trial of the #Colston4 - the four #Bristol Statue Topplers picked on out of a crowd of thousands…
12/6/2021 5:28,"Dickens Fair San Francisco accused of racial inequity
#BlackLivesMatter
#Christmas2021
#Christmas
https://t.co/p61yfeowRV"
12/6/2021 5:28,Her profile says #BlackLivesMatter but she hasn’t texted me back… 🧐🧐 very interesting.
12/6/2021 5:26,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption Wakey #sc…
12/6/2021 5:26,"And, This Is One Reason Why They Don't Want An Accurate #History Tough In Schools.

Well Said 👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽… https://t.co/wDhr7fHGjC"
12/6/2021 5:26,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption Wakey #sc…
12/6/2021 5:26,"RT @MartinWilliam95: “If you’re not ready to die for it, put the word ‘#freedom’ out of your vocabulary.” —MalcolmX #BlackLivesMatter"
12/6/2021 5:25,RT @big_d_rants: Watch Live: #WilliamArgie Murder-4-Hire -Testifies! a-c https://t.co/lN89g4jneG via @YouTube #LifeAintOver #BlackTechTwitt…
12/6/2021 5:25,Fight for what is right. #BlackLivesMatter
12/6/2021 5:25,"Black people are to quick to unite when they want to destroy another black person.

#BlackLivesMatter #BlackTwitter… https://t.co/CZNmCi7vUk"
12/6/2021 5:25,#BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Covid19 #corruption Wake #science #Australia #Arizona #Israel… https://t.co/82B2Q9YtgP
12/6/2021 5:25,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption Wakey #sc…
12/6/2021 5:24,"Please help return Jami Henry safely home to her family. She was last seen in Kennesaw, Georgia. Please retweet.… https://t.co/QUFbZKv8Ov"
12/6/2021 5:24,"RT @BlackWorkspace: Black Excellence!

Join us! https://t.co/xO4JOVsaRG

🔥🔥FREE to attend w/registration. Virtual exhibit booths are availa…"
12/6/2021 5:24,"RT @Tinu: Our people can’t be getting evicted y’all. Disabled people have enough problems without being unhoused!

This is 20 people with $…"
12/6/2021 5:23,"RT @Alyssaaa233: Drop your PayPal, Cashapp or whatever you use, I'll be blessing a few who like &amp; retweet &amp; Follow💗
#cahapp #art #COVID #Me…"
12/6/2021 5:23,"@RepThomasMassie This family surely already knows the judge who will exonerate them of any crime.
#USA 🇺🇸… https://t.co/1cSn8xSez9"
12/6/2021 5:23,RT @7bgg777: We DEMAND Justice 4 Breonna Taylor's life cuzz #BlackLivesMatter  #JusticeforBreonnaTaylor
12/6/2021 5:23,RT @TShepard4MO: Justice isn’t served when murder/manslaughter in our streets goes without consequences. Let’s continue the work so that ou…
12/6/2021 5:22,RT @TShepard4MO: We must march forward with the vision of brotherhood. Mass peaceful civil unrest lead to meaningful change in the 20th cen…
12/6/2021 5:22,"RT @MartinWilliam95: “If you’re not ready to die for it, put the word ‘#freedom’ out of your vocabulary.” —MalcolmX #BlackLivesMatter"
12/6/2021 5:22,RT @JesseKellyDC: #BlackLivesMatter is responsible for more black deaths in the just the last couple years than the KKK has amassed for the…
12/6/2021 5:21,RT @BobbyCalifornia: beardncam x @BobbyCalifornia collaboration #RebelArmz #BlackLivesMatter #Human #WeAreAllOneRace https://t.co/xWo8ZS4zLf
12/6/2021 5:21,RT @inartfairNYK: Poor woman Princess Diana would be very annoyed to see the way her son has been victimized inspite of her death thank God…
12/6/2021 5:21,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #corruption Wake #science #sciencewins…
12/6/2021 5:20,"RT @MartinWilliam95: “If you’re not ready to die for it, put the word ‘#freedom’ out of your vocabulary.” —MalcolmX #BlackLivesMatter"
12/6/2021 5:20,RT @7bgg777: We DEMAND Justice 4 Breonna Taylor's life cuzz #BlackLivesMatter  #JusticeforBreonnaTaylor
12/6/2021 5:20,RT @BotDefund: It's time to #DefundTheChetekPolice #BlackLivesMatter
12/6/2021 5:20,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption Wakey #sc…
12/6/2021 5:20,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #covid19 #corruption Wakey #science #sciencewins #Australia #Indi…
12/6/2021 5:20,RT @BotDefund: It's time to #DefundTheChetekPolice #BlackLivesMatter
12/6/2021 5:20,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #corruption Wake #science #sciencewins…
12/6/2021 5:19,RT @inartfairNYK: Poor woman Princess Diana would be very annoyed to see the way her son has been victimized inspite of her death thank God…
12/6/2021 5:19,"“If you’re not ready to die for it, put the word ‘#freedom’ out of your vocabulary.” —MalcolmX #BlackLivesMatter"
12/6/2021 5:19,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
12/6/2021 5:19,We DEMAND Justice 4 Breonna Taylor's life cuzz #BlackLivesMatter  #JusticeforBreonnaTaylor
12/6/2021 5:18,"RT @Alyssaaa233: Drop your PayPal, Cashapp or whatever you use, I'll be blessing a few who like &amp; retweet &amp; Follow💗
#cahapp #art #COVID #Me…"
12/6/2021 5:17,"RT @BlackWorkspace: Black Excellence!

Join us! https://t.co/xO4JOVsaRG

🔥🔥FREE to attend w/registration. Virtual exhibit booths are availa…"
